Invoice,PO No.,Inv. Date,Total Invoice
50127013887,PO18151160,1/22/2026,"$67,848.00 "
50127013891,PO18151889,1/22/2026,"$67,848.00 "
50127013895,PO18161892,1/22/2026,"$67,848.00 "
50127013898,PO18161894,1/22/2026,"$67,848.00 "
50127013900,PO18162142,1/22/2026,"$67,848.00 "
50127015641,PO18151891,1/22/2026,"$67,848.00 "
50127016496,PO18278807,1/23/2026,"$8,440.82 "
50127021365,PO18151890,1/27/2026,"$101,912.00 "
50127021367,PO18152391,1/27/2026,"$169,848.00 "
50127021756,PO18076473,1/27/2026,"$3,150.84 "
50127022370,PO18347726,1/28/2026,$5.88 
50127025606,PO18188719,2/2/2026,$176.14 
50127025609,PO18269016,2/2/2026,$121.50 
50127025612,PO18189715,2/2/2026,"$8,927.36 "
50127025617,PO18181223,2/2/2026,$72.87 
50127025620,PO18191224,2/2/2026,$91.44 
50127025622,PO18182378,2/2/2026,$291.47 
50127026148,PO18283070,1/27/2026,"$3,340.79 "
50127026151,PO18313075,1/27/2026,"$6,011.60 "
50127027987,PO18296372,1/27/2026,"$10,481.42 "
50127029605,PO18022513,1/28/2026,"$5,509.71 "
50127032169,PO18217355,1/30/2026,"$8,052.00 "
50127032172,PO18155362,1/30/2026,"$14,184.60 "
50127032442,PO18347829,1/29/2026,$90.00 
50127033708,PO18233680,1/30/2026,$352.80 
50127033895,PO18351492,1/29/2026,$32.09 
50127033993,PO18309252,1/29/2026,$2.91 
50127034045,PO17928360,1/29/2026,$46.72 
50127034444,PO18184334,2/3/2026,$425.15 
50127036311,PO18099896,1/30/2026,"$9,008.27 "
50127037158,PO18182925,2/5/2026,"$67,390.80 "
50127037505,PO18319027,1/30/2026,"$49,061.61 "
50127039601,PO18332185,1/31/2026,$43.73 
50127039604,PO18185797,1/31/2026,"$1,747.65 "
50127041235,PO18130080,2/3/2026,"$1,404.50 "
50127041237,PO18352570,2/3/2026,"$2,448.50 "
50127042424,PO18093678,2/2/2026,"$2,871.42 "
50127042431,PO18201931,2/2/2026,"$55,459.44 "
50127042537,PO18155405,2/2/2026,"$271,752.00 "
50127042539,PO18164723,2/2/2026,"$67,848.00 "
50127042588,PO18292241,2/2/2026,$316.75 
50127042878,PO18279725,2/2/2026,"$5,064.49 "
50127042881,PO18272965,2/2/2026,"$3,376.33 "
50127042933,PO18043518,2/2/2026,"$3,653.16 "
50127046386,PO18281427,2/4/2026,$127.45 
50127046562,PO18275751,2/4/2026,"$8,717.45 "
50127046977,PO17900312,2/4/2026,"$18,305.50 "
50127046981,PO18353354,2/4/2026,"$2,936.70 "
50127047787,PO18336759,2/3/2026,$24.53 
50127047811,PO18186222,2/3/2026,$609.00 
50127047850,PO18187719,2/3/2026,$169.85 
50127047858,PO18181142,2/3/2026,"$8,601.00 "
50127047867,PO18183000,2/3/2026,$528.42 
50127047872,PO18184335,2/3/2026,$176.14 
50127049373,PO18210089,2/3/2026,"$1,350.84 "
50127052063,PO18105326,2/4/2026,$27.37 
50127052085,PO18256155,2/4/2026,"$2,422.00 "
50127052655,PO18215944,2/5/2026,"$2,652.94 "
50127052731,PO18285752,2/5/2026,$310.73 
50127052734,PO18188995,2/5/2026,$91.44 
50127052736,PO18288999,2/5/2026,$903.41 
50127052739,PO18329000,2/5/2026,$153.62 
50127052741,PO18209016,2/5/2026,$91.44 
50127053179,PO18088082,2/5/2026,"$30,924.60 "
50127053772,PO18184922,2/6/2026,$971.09 
50127053776,PO18182268,2/6/2026,"$36,957.48 "
50127053780,PO18185384,2/6/2026,$300.00 
50127054028,PO18136132,2/6/2026,"$1,403.00 "
50127054336,PO18185456,2/5/2026,$844.90 
50127054340,PO18274283,2/5/2026,$188.10 
50127054364,PO18205743,2/5/2026,"$6,675.20 "
50127055902,PO18284695,2/6/2026,"$1,345.59 "
50127055986,PO18257997,2/6/2026,$622.30 
50127060293,PO18170523,2/6/2026,$65.60 
50127061469,PO18345177,2/7/2026,"$12,218.90 "
50127062254,PO18174678,2/11/2026,$960.96 
50127062325,PO17891691,2/9/2026,"$27,572.00 "
50127063835,PO18347331,2/11/2026,"$310,008.00 "
50127064119,PO18210617,2/11/2026,"$12,581.60 "
50127064133,PO18375568,2/11/2026,$121.00 
50127065576,PO18258155,2/10/2026,"$1,250.00 "
50127065629,PO18180437,2/10/2026,$128.01 
50127065632,PO18355883,2/10/2026,$617.58 
50127065983,PO18185771,2/9/2026,$72.41 
50127065986,PO18185772,2/9/2026,$613.34 
50127065995,PO18154714,2/9/2026,"$101,912.00 "
50127066313,PO18308888,2/9/2026,$389.20 
50127068534,PO18353347,2/12/2026,$152.08 
50127069047,PO18152625,2/14/2026,"$1,549.32 "
50127069658,PO18360929,2/12/2026,$420.00 
50127069725,PO18365552,2/12/2026,$13.32 
50127070652,PO18265433,2/11/2026,$1.79 
50127071091,PO18372859,2/10/2026,"$2,161.89 "
50127073294,PO18220094,2/13/2026,$970.63 
50127073366,PO18360930,2/13/2026,$435.28 
50127073396,PO18265600,2/13/2026,$206.28 
50127075313,PO18100446,2/11/2026,"$1,490.36 "
50127075605,PO18297133,2/11/2026,"$16,146.08 "
50127076193,PO18343882,2/13/2026,"$5,985.38 "
50127076998,PO18358683,2/13/2026,"$3,759.00 "
50127077635,PO18272109,2/12/2026,$634.13 
50127078060,PO17497890,2/13/2026,$71.52 
50127078061,PO17490087,2/13/2026,"$16,413.96 "
50127078296,PO18377832,2/13/2026,"$13,166.34 "
50127078351,PO18335367,2/13/2026,"$3,268.98 "
50127078354,PO18215896,2/13/2026,"$1,605.00 "
50127078578,PO18352396,2/13/2026,"$1,721.50 "
50127081091,PO18366814,2/13/2026,"$1,582.68 "
50127081906,PO18153445,2/14/2026,"$169,848.00 "
50127082345,PO17953385,2/14/2026,"$132,935.70 "
50127082348,PO18214526,2/14/2026,$255.73 
50127082352,PO18189842,2/14/2026,"$2,793.28 "
50127082355,PO18189843,2/14/2026,$464.00 
50127082357,PO18319866,2/14/2026,$681.05 
50127082858,PO18232814,2/13/2026,"$2,406.00 "
50127082864,PO18242557,2/13/2026,"$7,540.65 "
50127084782,PO18222133,2/14/2026,$970.63 
50127084810,PO18190736,2/14/2026,$343.16 
50127084837,PO18232462,2/14/2026,$731.52 
50127084868,PO18182938,2/14/2026,"$4,614.37 "
50127084872,PO18182658,2/14/2026,$352.27 
50127084874,PO18185594,2/14/2026,$91.44 
50127084878,PO18180077,2/14/2026,"$9,049.13 "
50127084880,PO18230525,2/14/2026,"$90,293.84 "
50127085842,PO18229671,2/17/2026,"$15,029.00 "
50127086068,PO18162521,2/18/2026,"$67,848.00 "
50127086109,PO18182979,2/18/2026,"$21,401.55 "
50127086113,PO18304774,2/18/2026,$794.92 
50127086114,PO18135555,2/18/2026,$561.80 
50127086116,PO18187029,2/18/2026,"$3,148.17 "
50127086205,PO18227101,2/18/2026,$356.00 
50127086551,PO18217730,2/17/2026,$0.43 
50127086826,PO18322691,2/17/2026,$52.00 
50127086830,PO18315652,2/17/2026,"$1,503.80 "
50127086838,PO18175258,2/17/2026,"$108,553.60 "
50127087425,PO18187098,2/18/2026,$873.82 
50127087426,PO18187922,2/18/2026,"$2,377.95 "
50127087427,PO18187923,2/18/2026,"$2,777.49 "
50127088651,PO18376421,2/17/2026,$254.43 
50127088738,PO18153446,2/17/2026,"$101,912.00 "
50127089578,PO18228302,2/18/2026,"$3,392.30 "
50127090813,PO18386541,2/17/2026,$382.47 
50127090968,PO18035096,2/18/2026,"$27,749.26 "
50127090972,PO18285566,2/18/2026,"$1,690.00 "
50127091058,PO18146873,2/18/2026,"$2,527.80 "
50127091342,PO18193514,2/18/2026,$555.59 
50127093155,PO18322643,2/18/2026,"$27,850.93 "
50127093157,PO18322692,2/18/2026,"$39,948.47 "
50127093796,PO18326210,2/18/2026,$93.50 
50127094253,PO18183767,2/19/2026,$274.32 
50127094258,PO18188036,2/19/2026,$145.16 
50127094261,PO18188037,2/19/2026,$182.88 
50127094265,PO18188038,2/19/2026,$541.90 
50127094272,PO18200192,2/19/2026,"$71,368.30 "
50127094770,PO18179748,2/20/2026,$605.90 
50127095075,PO17899701,2/21/2026,"$39,524.74 "
50127095148,PO18315129,2/21/2026,$559.18 
50127095277,PO18389017,2/24/2026,"$4,155.38 "
50127095338,PO17961146,2/18/2026,"$4,980.00 "
50127095769,PO18157375,2/19/2026,"$152,864.00 "
50127097549,PO18222780,2/20/2026,"$5,030.20 "
50127097612,PO18193787,2/20/2026,$160.02 
50127097707,PO18093634,2/20/2026,"$1,975.11 "
50127097710,PO18163720,2/20/2026,$725.81 
50127097713,PO18183765,2/20/2026,$290.32 
50127097717,PO18183776,2/20/2026,$158.53 
50127097719,PO18185326,2/20/2026,$176.14 
50127097721,PO18188946,2/20/2026,$218.60 
50127097723,PO18182674,2/20/2026,$91.44 
50127098190,PO18208634,2/19/2026,"$315,994.50 "
50127098191,PO18249432,2/19/2026,"$6,498.15 "
50127098353,PO18146872,2/19/2026,"$7,583.40 "
50127099282,PO18262066,2/19/2026,$193.12 
50127099415,PO18189015,2/20/2026,$318.44 
50127099418,PO17959106,2/20/2026,"$22,986.00 "
50127100993,PO18281550,2/20/2026,$210.00 
50127101022,PO18183755,2/20/2026,"$2,377.95 "
50127101041,PO18202085,2/20/2026,"$143,367.48 "
50127101324,PO18350733,2/20/2026,$124.80 
50127101937,PO18187186,2/20/2026,$787.56 
50127101942,PO18188945,2/20/2026,"$10,859.28 "
50127101958,PO18156369,2/20/2026,$516.44 
50127101991,PO18316648,2/20/2026,$29.00 
50127102118,PO18166303,2/20/2026,$582.10 
50127105376,PO18183775,2/20/2026,"$14,868.84 "
50127105378,PO18284562,2/20/2026,$65.72 
50127105380,PO18187266,2/20/2026,"$2,625.20 "
50127105382,PO18319030,2/20/2026,$898.40 
50127105385,PO18170312,2/20/2026,$18.00 
50127106355,PO18224787,2/21/2026,"$10,533.89 "
50127107036,PO18266658,2/23/2026,"$26,251.28 "
50127108524,PO18145952,2/23/2026,"$15,039.57 "
50127108670,PO18157432,2/23/2026,"$67,848.00 "
50127111682,PO17943291,2/25/2026,$990.34 
50127112692,PO18220389,2/24/2026,$559.31 
50127115220,PO18392627,2/25/2026,"$33,990.00 "
50127116500,PO18385837,2/25/2026,"$1,572.84 "
50127117773,PO18163687,2/25/2026,"$2,475.85 "
50127117783,PO18165318,2/25/2026,"$67,848.00 "
50127128032,PO17892539,3/2/2026,$22.22 
50127130510,PO18155330,3/3/2026,"$67,848.00 "
50127131131,PO18402453,3/3/2026,"$4,018.00 "
50127133322,PO18310275,3/3/2026,"$1,572.84 "
50127136504,PO18392147,3/4/2026,"$6,941.55 "
50127141000,PO18410300,3/5/2026,$701.10 
50127149332,PO18418235,3/9/2026,"$2,921.25 "
50127150944,PO18157300,3/9/2026,"$271,752.00 "
50127274770,PO18260393,5/4/2026,"$17,100.00 "
50127298516,PO18430921,5/4/2026,$13.84 
50127298517,PO18496297,5/4/2026,$477.00 
50127305193,PO18392873,4/30/2026,"$2,143.54 "
50127311009,PO18393096,5/1/2026,"$3,139.93 "
50127312146,PO18482064,4/30/2026,"$8,608.60 "
50127313151,PO18456397,4/30/2026,"$5,354.15 "
50127313837,PO18376389,4/30/2026,"$4,071.16 "
50127314120,PO18157430,5/2/2026,"$67,848.00 "
50127314196,PO18527097,5/2/2026,"$4,000.00 "
50127314350,PO18466709,4/30/2026,"$2,535.00 "
50127315365,PO18518109,4/30/2026,$567.00 
50127315605,PO18513953,4/30/2026,"$48,857.52 "
50127315768,PO18460140,4/30/2026,"$1,414.19 "
50127315839,PO18455129,4/30/2026,$11.00 
50127317086,PO18515284,5/1/2026,$930.00 
50127318836,PO18435618,5/1/2026,$549.00 
50127320884,PO18157431,5/4/2026,"$67,848.00 "
50127320947,PO18457726,5/4/2026,$251.25 
50127320949,PO18528905,5/4/2026,$954.00 
50127321505,PO18500016,5/4/2026,"$2,482.59 "
50127321508,PO18501110,5/4/2026,"$1,177.84 "
